,user_id,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
860293,36358,288440,1507885441487,4,3,2,1,19,1
860294,36358,119522,1507885663980,4,3,2,1,19,1
860295,36358,245181,1507885693980,4,3,2,1,19,1
860332,160660,202476,1507884205983,4,1,17,1,5,2
860333,160660,71161,1507884335782,4,1,17,1,5,2
860334,160660,70484,1507884365782,4,1,17,1,5,2
860337,171318,96210,1507884407711,2,4,2,1,14,2
860338,171318,71161,1507884437711,2,4,2,1,14,2
860376,28424,20691,1507884634338,4,3,2,1,13,2
860377,28424,157068,1507884810404,4,3,2,1,13,1
860378,28424,69266,1507884840404,4,3,2,1,13,1
860561,28401,20691,1507885064263,4,3,20,11,28,2
860562,28401,96210,1507885094263,4,3,20,11,28,2
860637,44200,205873,1507885042166,4,3,2,1,13,2
860638,44200,96210,1507885072166,4,3,2,1,13,2
860643,110905,96210,1507885711078,4,3,2,1,16,2
860644,110905,348093,1507885741078,4,3,2,1,16,2
860647,159635,20691,1507885695748,4,1,17,1,13,2
860648,159635,32088,1507885725748,4,1,17,1,13,2
860738,28378,234390,1507885343542,4,3,2,1,21,1
860739,28378,233742,1507885373542,4,3,2,1,21,1
860792,28374,70484,1507885428881,4,1,17,1,9,2
860793,28374,71161,1507885458881,4,1,17,1,9,2
860796,186445,20691,1507885471781,4,1,17,1,17,2
860797,186445,96210,1507885501781,4,1,17,1,17,2
860811,28369,96321,1507885406745,4,1,17,3,28,6
860812,28369,312518,1507885436745,4,1,17,3,28,6
860845,28367,336245,1507885484525,4,3,20,1,9,1
860846,28367,236512,1507885514525,4,3,20,1,9,1
860930,83704,162605,1507885648001,4,3,20,1,25,1
860931,83704,336245,1507885775056,4,3,20,1,25,1
860932,83704,96210,1507885805056,4,3,20,1,25,1
860935,28357,96210,1507886341718,4,1,17,5,28,2
860936,28357,20691,1507886371718,4,1,17,5,28,2
860973,49518,71161,1507885730028,2,3,20,1,21,2
860974,49518,96210,1507885760028,2,3,20,1,21,2
860997,84218,336245,1507886032216,4,3,20,8,28,1
860998,84218,183176,1507886256139,4,3,20,8,28,1
860999,84218,96210,1507886356282,4,3,20,8,28,1
861000,84218,107272,1507886386282,4,3,20,8,28,1
861048,28342,96210,1507886023265,4,1,17,1,16,2
861049,28342,97106,1507886053265,4,1,17,1,16,2
861052,28341,159196,1507887103873,4,1,17,1,13,1
861053,28341,355155,1507887133873,4,1,17,1,13,1
861095,108564,337441,1507886140372,4,3,2,1,16,2
861096,108564,32088,1507886170372,4,3,2,1,16,2
861103,190280,96210,1507886124744,4,3,2,1,5,2
861104,190280,32755,1507886154744,4,3,2,1,5,2
861105,48771,233842,1507886026894,4,1,17,1,13,2
861106,48771,96210,1507886812585,4,1,17,1,13,2
861107,48771,20691,1507886842585,4,1,17,1,13,2
861128,66302,71161,1507886156318,4,3,2,1,9,2
861129,66302,20691,1507886186318,4,3,2,1,9,2
861242,49334,96844,1507886238912,4,3,2,1,9,1
861243,49334,183176,1507886268912,4,3,2,1,9,1
861250,28314,71601,1507886222633,2,4,2,1,25,7
861251,28314,284793,1507886252633,2,4,2,1,25,7
861256,28313,96210,1507886574570,4,3,2,1,25,1
861257,28313,337441,1507886604570,4,3,2,1,25,1
861317,125813,96210,1507886571739,4,3,2,1,15,2
861318,125813,288440,1507886601739,4,3,2,1,15,2
861323,28308,70484,1507886448504,4,3,2,1,16,2
861324,28308,71161,1507886478504,4,3,2,1,16,2
861350,163173,71161,1507886486987,4,3,2,1,21,2
861351,163173,96210,1507886516987,4,3,2,1,21,2
861452,126312,202476,1507886799955,4,3,20,11,28,2
861453,126312,96210,1507886829955,4,3,20,11,28,2
861492,139189,96210,1507887514745,4,3,2,1,21,2
861493,139189,118784,1507887544745,4,3,2,1,21,2
861549,28283,71161,1507886892182,4,3,2,1,10,2
861550,28283,96210,1507886922182,4,3,2,1,10,2
861558,130310,96210,1507887384678,4,3,2,1,17,2
861559,130310,337441,1507887414678,4,3,2,1,17,2
861569,28280,96210,1507887063604,4,3,2,1,7,2
861570,28280,31805,1507887093604,4,3,2,1,7,2
861621,28274,97106,1507886919329,4,3,2,1,9,7
861622,28274,159529,1507887033880,4,3,2,1,9,1
861623,28274,233742,1507887063880,4,3,2,1,9,1
861647,152055,202476,1507887022142,4,3,2,1,13,1
861648,152055,285635,1507887052142,4,3,2,1,13,1
861649,149650,71161,1507887213371,4,1,17,1,25,2
861650,149650,20691,1507887243371,4,1,17,1,25,2
861708,149334,20691,1507887248155,4,3,2,1,25,2
861709,149334,96210,1507887278155,4,3,2,1,25,2
861765,28259,96210,1507887423098,4,1,17,1,13,2
861766,28259,32088,1507887453098,4,1,17,1,13,2
861814,44628,96210,1507887848285,4,1,17,1,24,2
861815,44628,225010,1507914137627,4,1,17,1,24,2
861816,44628,271262,1507914167627,4,1,17,1,24,2
861819,149568,32088,1507887595541,4,4,20,1,16,2
861820,149568,20691,1507887625541,4,4,20,1,16,2
861840,86640,337441,1507887961035,4,3,20,1,5,2
861841,86640,202476,1507887991035,4,3,20,1,5,2
861907,28240,71161,1507887757217,2,4,2,1,13,2
861908,28240,284793,1507887787217,2,4,2,1,13,2
861947,49158,96210,1507887470277,4,1,17,1,21,2
861948,49158,32088,1507887500277,4,1,17,1,21,2
861986,174866,96210,1507887589990,4,3,2,1,21,2
861987,174866,20691,1507887619990,4,3,2,1,21,2
862011,191864,233842,1507887592203,4,3,2,1,13,2
862012,191864,96210,1507887622203,4,3,2,1,13,2
862079,161936,96210,1507887748757,4,3,20,11,28,2
862080,161936,336245,1507887778757,4,3,20,11,28,2
862121,194533,71161,1507889555959,4,1,17,1,25,2
862122,194533,96210,1507890076624,4,1,17,1,25,2
862123,194533,277067,1507890590132,4,1,17,1,25,1
862124,194533,336245,1507890620132,4,1,17,1,25,1
862136,52508,20691,1507887860508,4,3,2,1,15,2
862137,52508,96210,1507887966797,4,3,2,1,15,2
862138,52508,288440,1507887996797,4,3,2,1,15,2
862212,32402,255334,1507888721221,4,1,17,1,19,1
862213,32402,255457,1507888742960,4,1,17,1,19,1
862214,32402,254265,1507888751038,4,1,17,1,19,1
862215,32402,254462,1507888781038,4,1,17,1,19,1
862271,28196,71161,1507887920244,4,3,2,1,8,2
862272,28196,96210,1507887950244,4,3,2,1,8,2
862277,30940,96210,1507887991573,4,3,2,1,25,2
862278,30940,20691,1507888021573,4,3,2,1,25,2
862321,28192,336245,1507888573984,4,3,2,1,13,1
862322,28192,160489,1507888603984,4,3,2,1,13,1
862387,28181,2576,1507888096037,4,1,17,1,25,1
862388,28181,4729,1507888126037,4,1,17,1,25,1
862463,28174,96210,1507888306249,4,3,2,1,13,2
862464,28174,190588,1507888336249,4,3,2,1,13,2
862488,28170,71161,1507888222048,4,3,2,1,13,2
862489,28170,96210,1507888252048,4,3,2,1,13,2
862522,28166,20691,1507888361468,4,3,2,1,8,2
862523,28166,96210,1507888391468,4,3,2,1,8,2
862713,28138,71161,1507888525644,4,3,2,1,21,2
862714,28138,96210,1507888555644,4,3,2,1,21,2
862757,66325,306923,1507888688624,4,3,2,1,25,1
862758,66325,307061,1507888718624,4,3,2,1,25,1
862770,28131,282742,1507888589916,1,3,2,1,25,5
862771,28131,285910,1507888619916,1,3,2,1,25,5
862774,28130,96210,1507889906197,4,1,17,1,21,2
862775,28130,237580,1507889936197,4,1,17,1,21,2
862814,77163,20691,1507888792558,4,1,17,1,19,2
862815,77163,96210,1507888923542,4,1,17,1,19,1
862816,77163,2043,1507888953542,4,1,17,1,19,1
862857,28933,288440,1507888689113,4,3,2,1,25,2
862858,28933,237580,1507888719113,4,3,2,1,25,2
862873,125566,71161,1507888724687,2,3,20,1,21,2
862874,125566,20691,1507888754687,2,3,20,1,21,2
862879,57297,233842,1507888769092,2,4,2,1,25,2
862880,57297,71161,1507888799092,2,4,2,1,25,2
862886,28118,20691,1507889409086,4,3,2,1,17,2
862887,28118,96210,1507889439086,4,3,2,1,17,2
863071,28093,288440,1507889319407,4,1,17,1,20,2
863072,28093,96210,1507889349407,4,1,17,1,20,2
863269,161522,71161,1507891143952,4,1,17,1,25,2
863270,161522,20691,1507891173952,4,1,17,1,25,2
863320,94717,71161,1507889197433,4,3,2,1,21,2
863321,94717,96210,1507889650427,4,3,2,1,21,2
863322,94717,336245,1507889680427,4,3,2,1,21,2
863360,109359,202476,1507889276718,2,4,2,1,13,2
863361,109359,96210,1507889306718,2,4,2,1,13,2
863482,32375,166534,1507889296182,4,1,17,1,6,5
863483,32375,47979,1507889326182,4,1,17,1,6,5
863559,111428,162605,1507889402584,4,3,2,1,25,1
863560,111428,161873,1507889847439,4,3,2,1,25,1
863561,111428,159197,1507890130765,4,3,2,1,25,1
863562,111428,159196,1507890284069,4,3,2,1,25,1
863563,111428,284793,1507890464045,4,3,2,1,25,1
863564,111428,313761,1507890494045,4,3,2,1,25,1
863580,28039,285635,1507889700469,4,3,2,1,25,1
863581,28039,202522,1507889730469,4,3,2,1,25,1
863603,116089,71161,1507889570726,4,3,20,1,25,2
863604,116089,107272,1507889600726,4,3,20,1,25,2
863605,170623,96210,1507890532392,4,1,17,1,21,2
863606,170623,337441,1507890566749,4,1,17,1,21,2
863607,170623,235468,1507890596749,4,1,17,1,21,2
863672,109071,96210,1507889705185,4,3,20,1,13,2
863673,109071,337441,1507889735185,4,3,20,1,13,2
863691,183589,202476,1507889610408,4,1,17,1,25,2
863692,183589,337441,1507889640408,4,1,17,1,25,2
863719,28023,96210,1507889582404,4,3,20,1,21,2
863720,28023,288440,1507889612404,4,3,20,1,21,2
863756,28019,336245,1507889723916,4,3,2,1,21,1
863757,28019,245181,1507889753916,4,3,2,1,21,1
863768,178981,20691,1507889694012,4,1,17,1,8,2
863769,178981,337441,1507889724012,4,1,17,1,8,2
863850,37413,71161,1507889694997,4,3,2,1,27,2
863851,37413,96210,1507889724997,4,3,2,1,27,2
863941,96431,336245,1507889934992,4,3,2,1,25,2
863942,96431,96210,1507889964992,4,3,2,1,25,2
863956,180264,96210,1507889774261,4,3,2,1,6,2
863957,180264,32088,1507889804261,4,3,2,1,6,2
864012,117049,96210,1507889994807,4,3,2,1,16,2
864013,117049,337441,1507890024807,4,3,2,1,16,2
864161,171236,96210,1507889930478,4,3,20,1,25,2
864162,171236,336245,1507889960478,4,3,20,1,25,2
864165,163303,202476,1507889906318,4,3,2,1,25,2
864166,163303,96210,1507889936318,4,3,2,1,25,2
864378,101213,96210,1507890426068,4,1,17,1,16,2
864379,101213,300234,1507890431201,4,1,17,1,16,2
864380,101213,157375,1507890461201,4,1,17,1,16,2
864474,141674,71161,1507890157649,4,1,17,1,21,2
864475,141674,300234,1507891489259,4,1,17,1,21,2
864476,141674,284793,1507891532122,4,1,17,1,21,1
864477,141674,313761,1507891562122,4,1,17,1,21,1
864661,125043,20691,1507890894181,4,1,17,1,13,2
864662,125043,96210,1507891016726,4,1,17,1,13,2
864663,125043,57616,1507894398305,4,1,17,1,13,2
864664,125043,332198,1507894428305,4,1,17,1,13,2
864691,64325,71161,1507890378009,4,1,17,1,25,2
864692,64325,32088,1507890408009,4,1,17,1,25,2
864864,64096,20691,1507890682990,4,1,17,1,6,2
864865,64096,96210,1507890830008,4,1,17,1,6,2
864866,64096,288440,1507891069257,4,1,17,1,6,2
864867,64096,336245,1507891099257,4,1,17,1,6,2
864938,141039,20691,1507890759233,4,1,17,1,9,2
864939,141039,96210,1507890789233,4,1,17,1,9,2
864944,169077,71161,1507890549175,4,1,17,1,8,2
864945,169077,66672,1507890579175,4,1,17,1,8,2
864973,27886,20691,1507892889556,4,1,17,1,17,2
864974,27886,237580,1507892919556,4,1,17,1,17,2
864980,30984,146191,1507891366800,4,3,2,1,13,1
864981,30984,146196,1507891396800,4,3,2,1,13,1
865128,49229,71161,1507890612194,4,3,2,1,16,2
865129,49229,96210,1507890642194,4,3,2,1,16,2
865199,27865,276851,1507890634158,4,1,17,1,25,5
865200,27865,260399,1507890664158,4,1,17,1,25,5
865222,78422,300234,1507890713515,4,3,2,1,16,2
865223,78422,96210,1507890758482,4,3,2,1,16,2
865224,78422,337441,1507890788482,4,3,2,1,16,2
865429,124703,300234,1507890948085,4,1,17,1,13,2
865430,124703,96210,1507890978085,4,1,17,1,13,2
865480,155937,71161,1507891761469,4,1,17,1,19,2
865481,155937,300234,1507891909318,4,1,17,1,19,2
865482,155937,111370,1507892060014,4,1,17,1,19,1
865483,155937,96210,1507892090014,4,1,17,1,19,1
865636,170215,20691,1507895830757,4,1,17,1,8,2
865637,170215,288440,1507896674635,4,1,17,1,8,2
865638,170215,96210,1507896704635,4,1,17,1,8,2
865681,75253,300234,1507891076198,4,1,17,1,24,2
865682,75253,159196,1507891106198,4,1,17,1,24,2
865735,91243,15653,1507891042680,4,3,20,1,24,1
865736,91243,336245,1507891072680,4,3,20,1,24,1
865884,77473,96210,1507891262775,4,1,17,1,5,2
865885,77473,336245,1507891292775,4,1,17,1,5,2
865911,120144,57616,1507892785609,4,1,17,1,5,2
865912,120144,30394,1507892815609,4,1,17,1,5,2
865933,27780,71161,1507891201913,4,1,17,1,13,2
865934,27780,96210,1507891231913,4,1,17,1,13,2
866012,27771,237580,1507891345476,4,3,2,1,21,2
866013,27771,236266,1507891375476,4,3,2,1,21,2
866104,191009,159529,1507891273162,4,3,20,1,8,6
866105,191009,288440,1507891303162,4,3,20,1,8,6
866149,170429,58556,1507891388944,4,1,17,1,8,1
866150,170429,58080,1507891689266,4,1,17,1,8,1
866151,170429,50569,1507891977713,4,1,17,1,8,1
866152,170429,107030,1507892007713,4,1,17,1,8,1
866172,30089,300234,1507891367324,4,1,17,1,25,2
866173,30089,71161,1507891695981,4,1,17,1,25,2
866174,30089,96244,1507891725981,4,1,17,1,25,2
866224,169556,20691,1507895634803,4,1,17,1,20,2
866225,169556,336245,1507895679239,4,1,17,1,20,2
866226,169556,157375,1507895709239,4,1,17,1,20,2
866241,83233,96210,1507891562333,4,1,17,1,8,2
866242,83233,57616,1507891592333,4,1,17,1,8,2
866243,97658,250043,1507891587347,4,3,2,1,6,1
866244,97658,57616,1507891617347,4,3,2,1,6,1
866349,64885,96210,1507891630665,4,1,17,1,25,2
866350,64885,284583,1507891660665,4,1,17,1,25,2
866382,27734,300234,1507891665891,4,1,17,1,25,2
866383,27734,96210,1507891772334,4,1,17,1,25,2
866384,27734,336245,1507891802334,4,1,17,1,25,2
866387,48405,96210,1507893248924,4,3,2,1,13,1
866388,48405,4549,1507893278924,4,3,2,1,13,1
866401,105220,20691,1507891517785,4,1,17,1,25,2
866402,105220,288440,1507891877109,4,1,17,1,25,2
866403,105220,96210,1507891975154,4,1,17,1,25,2
866404,105220,336245,1507892005154,4,1,17,1,25,2
866411,27730,96210,1507891570020,4,3,2,1,13,1
866412,27730,96127,1507891698700,4,3,2,1,13,1
866413,27730,15653,1507891728700,4,3,2,1,13,1
866446,161482,237580,1507891518195,4,3,2,1,21,2
866447,161482,250043,1507891886252,4,3,2,1,21,1
866448,161482,202476,1507891916252,4,3,2,1,21,1
866453,144465,96210,1507891674629,4,1,17,10,28,2
866454,144465,202476,1507891704629,4,1,17,10,28,2
866469,27726,96210,1507891694314,4,3,2,1,25,2
866470,27726,4549,1507891724314,4,3,2,1,25,2
866510,27722,71161,1507891590374,4,1,17,1,12,2
866511,27722,159196,1507891620374,4,1,17,1,12,2
866581,64001,71161,1507891624352,4,1,17,1,13,2
866582,64001,96210,1507891654352,4,1,17,1,13,2
866619,27714,20691,1507891721098,4,3,2,1,16,2
866620,27714,96210,1507891857301,4,3,2,1,16,2
866621,27714,288440,1507891887301,4,3,2,1,16,2
866643,77912,96210,1507892732512,4,1,17,1,21,2
866644,77912,336245,1507892762512,4,1,17,1,21,2
866811,96743,284191,1507892409475,4,1,17,1,10,1
866812,96743,289080,1507892439475,4,1,17,1,10,1
866831,41842,233842,1507891806918,4,3,2,1,25,2
866832,41842,300234,1507891993278,4,3,2,1,25,2
866833,41842,202476,1507892023278,4,3,2,1,25,2
866838,132375,71161,1507891902649,4,1,17,1,25,2
866839,132375,300234,1507892210634,4,1,17,1,25,2
866840,132375,159529,1507892240634,4,1,17,1,25,2
866841,122405,202476,1507892441145,4,3,19,1,21,1
866842,122405,20691,1507892471145,4,3,19,1,21,1
866867,27690,96210,1507891991148,4,3,2,1,17,2
866868,27690,202476,1507892021148,4,3,2,1,17,2
866936,27684,42622,1507893585826,1,3,2,1,24,5
866937,27684,39110,1507893615826,1,3,2,1,24,5
866962,39890,314196,1507891898209,4,1,17,1,25,6
866963,39890,283437,1507891928209,4,1,17,1,25,6
867006,137237,271262,1507901444535,4,1,17,1,25,2
867007,137237,145169,1507905074617,4,1,17,1,25,2
867008,137237,313920,1507917030280,4,1,17,1,25,2
867009,137237,336245,1507917060280,4,1,17,1,25,2
867023,44600,300234,1507892006061,4,3,2,1,7,2
867024,44600,96210,1507892036061,4,3,2,1,7,2
867113,93590,235468,1507892079162,4,3,2,1,25,7
867114,93590,236026,1507892109162,4,3,2,1,25,7
867148,191754,202476,1507892165448,4,3,2,1,14,2
867149,191754,300234,1507892195448,4,3,2,1,14,2
867185,83034,337241,1507892405085,4,1,17,1,21,1
867186,83034,250043,1507892435085,4,1,17,1,21,1
867197,132801,20691,1507892686588,4,1,17,1,9,2
867198,132801,288440,1507892716588,4,1,17,1,9,2
867220,194024,158850,1507892100043,4,1,17,1,25,6
867221,194024,159529,1507892130043,4,1,17,1,25,6
867240,27653,336245,1507892207543,4,3,2,1,16,1
867241,27653,283556,1507892237543,4,3,2,1,16,1
867259,59785,235854,1507892147969,4,3,2,1,16,2
867260,59785,20691,1507892797422,4,3,2,1,16,2
867261,59785,96210,1507892863242,4,3,2,1,16,1
867262,59785,159529,1507892977236,4,3,2,1,16,1
867263,59785,314248,1507893007236,4,3,2,1,16,1
867268,168516,300234,1507892175298,4,1,17,1,24,1
867269,168516,300055,1507892196261,4,1,17,1,24,1
867270,168516,300756,1507892198352,4,1,17,1,24,1
867271,168516,300798,1507892217299,4,1,17,1,24,1
867272,168516,299228,1507892227751,4,1,17,1,24,1
867273,168516,300759,1507892238293,4,1,17,1,24,1
867274,168516,297966,1507892248738,4,1,17,1,24,1
867275,168516,297959,1507892269894,4,1,17,1,24,1
867276,168516,300230,1507892269987,4,1,17,1,24,1
867277,168516,300560,1507892988678,4,1,17,1,24,1
867278,168516,70214,1507896448733,4,1,17,1,24,5
867279,168516,28036,1507898410987,4,1,17,1,24,5
867280,168516,300884,1507898440987,4,1,17,1,24,5
867383,105437,96210,1507894909121,4,1,17,1,25,1
867384,105437,162107,1507894939121,4,1,17,1,25,1
867387,159845,71161,1507892261024,4,3,2,1,12,2
867388,159845,233742,1507892291024,4,3,2,1,12,2
867474,151143,237580,1507892341737,4,4,20,1,25,2
867475,151143,336245,1507892371737,4,4,20,1,25,2
867487,95625,237580,1507892329593,4,3,2,1,21,2
867488,95625,245181,1507892440877,4,3,2,1,21,1
867489,95625,136768,1507892455515,4,3,2,1,21,1
867490,95625,234377,1507892485515,4,3,2,1,21,1
867531,27620,71161,1507892442940,4,3,2,1,25,2
867532,27620,300234,1507892472940,4,3,2,1,25,2
867680,77207,159196,1507892488892,4,1,17,1,8,2
867681,77207,96210,1507892522826,4,1,17,1,8,1
867682,77207,284793,1507892552826,4,1,17,1,8,1
867766,80421,234390,1507892684147,4,1,17,1,21,1
867767,80421,237480,1507892764167,4,1,17,1,21,1
867768,80421,250043,1507892794167,4,1,17,1,21,1
867827,27585,202476,1507892626130,4,4,20,1,20,2
867828,27585,237580,1507892656130,4,4,20,1,20,2
867857,168158,355155,1507892596750,4,1,17,1,2,1
867858,168158,355175,1507894117813,4,1,17,1,2,1
867859,168158,7908,1507896034806,4,1,17,1,2,1
867860,168158,50569,1507896064806,4,1,17,1,2,1
867874,170178,47850,1507892980218,4,1,17,1,8,5
867875,170178,177657,1507893039933,4,1,17,1,8,5
867876,170178,284403,1507893069933,4,1,17,1,8,5
867949,190158,71161,1507892656893,4,1,17,11,28,2
867950,190158,96210,1507892686893,4,1,17,11,28,2
867990,82627,237580,1507892859559,4,1,17,1,21,2
867991,82627,159196,1507892907501,4,1,17,1,21,2
867992,82627,234390,1507892937501,4,1,17,1,21,2
868144,62529,20691,1507892951143,4,1,17,1,16,2
868145,62529,96210,1507893116840,4,1,17,1,16,2
868146,62529,300234,1507893146840,4,1,17,1,16,2
868160,49963,159529,1507893416166,2,3,20,1,9,1
868161,49963,107272,1507893769238,2,3,20,1,9,1
868162,49963,159196,1507893799238,2,3,20,1,9,1
868238,154185,61395,1507894791927,4,1,17,1,8,2
868239,154185,107073,1507894821927,4,1,17,1,8,2
868250,192140,96210,1507893289875,4,1,17,1,8,2
868251,192140,288440,1507893591578,4,1,17,1,8,2
868252,192140,332198,1507894576367,4,1,17,1,8,2
868253,192140,20691,1507894959562,4,1,17,1,8,2
868254,192140,202476,1507894989562,4,1,17,1,8,2
868315,42836,355155,1507893084396,4,1,12,1,9,1
868316,42836,355163,1507893114396,4,1,12,1,9,1
868357,169442,336245,1507892974675,4,1,17,1,9,1
868358,169442,96210,1507893004675,4,1,17,1,9,1
868424,195705,96244,1507892951142,4,1,17,1,8,1
868425,195705,96210,1507893014723,4,1,17,1,8,1
868426,195705,97106,1507893180471,4,1,17,1,8,1
868427,195705,96127,1507893255669,4,1,17,1,8,1
868428,195705,159529,1507893269085,4,1,17,1,8,1
868429,195705,331746,1507893361804,4,1,17,1,8,1
868430,195705,233742,1507893546479,4,1,17,1,8,1
868431,195705,327984,1507893715649,4,1,17,1,8,1
868432,195705,236140,1507893845491,4,1,17,1,8,1
868433,195705,15653,1507893875491,4,1,17,1,8,1
868436,169777,157375,1507892950239,4,1,17,1,6,1
868437,169777,58556,1507893045108,4,1,17,1,6,1
868438,169777,74719,1507893645242,4,1,17,1,6,4
868439,169777,74705,1507894018625,4,1,17,1,6,4
868440,169777,20691,1507894471274,4,1,17,1,6,1
868441,169777,74712,1507921942019,4,1,17,1,6,4
868442,169777,74599,1507922289326,4,1,17,1,6,5
868443,169777,74637,1507922319326,4,1,17,1,6,5
868453,27520,20691,1507893030584,4,1,17,1,25,1
868454,27520,337441,1507893060584,4,1,17,1,25,1
868491,143976,336245,1507893111876,4,1,17,1,6,1
868492,143976,38625,1507893141876,4,1,17,1,6,1
868514,27513,336245,1507893698584,4,1,17,1,13,2
868515,27513,96210,1507893728584,4,1,17,1,13,2
868574,125086,237580,1507893035949,2,3,20,1,25,2
868575,125086,96210,1507893246547,2,3,20,1,25,2
868576,125086,71161,1507893459066,2,3,20,1,25,2
868577,125086,233742,1507893489066,2,3,20,1,25,2
868645,27498,48200,1507893053938,4,3,2,1,21,7
868646,27498,236026,1507893083938,4,3,2,1,21,7
868656,27495,107272,1507893059712,4,1,17,1,20,5
868657,27495,31805,1507893089712,4,1,17,1,20,5
868747,40428,271914,1507893107009,4,1,17,1,20,5
868748,40428,106963,1507893137009,4,1,17,1,20,5
868760,108075,96210,1507893232587,4,3,2,1,11,2
868761,108075,336245,1507893262587,4,3,2,1,11,2
868784,168890,57616,1507896834708,4,1,17,1,8,2
868785,168890,96244,1507896871573,4,1,17,1,8,2
868786,168890,233742,1507896901573,4,1,17,1,8,2
868809,53314,283402,1507893204201,4,3,2,1,5,6
868810,53314,158850,1507893234201,4,3,2,1,5,6
868820,115963,237580,1507893202366,2,4,2,1,24,2
868821,115963,224777,1507893364615,2,4,2,1,24,1
868822,115963,15653,1507893394615,2,4,2,1,24,1
868944,27469,235468,1507893605686,4,1,17,1,20,1
868945,27469,20691,1507893973968,4,1,17,1,20,1
868946,27469,96210,1507894003968,4,1,17,1,20,1
869006,198663,336245,1507893470020,4,1,17,1,13,2
869007,198663,96210,1507893500020,4,1,17,1,13,2
869055,95313,159196,1507893281743,4,1,17,1,25,2
869056,95313,48706,1507893311743,4,1,17,1,25,2
869074,27452,332198,1507893358638,4,3,2,1,16,2
869075,27452,159529,1507893635101,4,3,2,1,16,1
869076,27452,283437,1507893760550,4,3,2,1,16,1
869077,27452,264033,1507894361548,4,3,2,1,16,1
869078,27452,218183,1507894391548,4,3,2,1,16,1
869170,124129,20691,1507894216507,4,1,17,1,25,2
869171,124129,288440,1507894453345,4,1,17,1,25,2
869172,124129,96210,1507894615178,4,1,17,1,25,2
869173,124129,336245,1507894645178,4,1,17,1,25,2
869185,192187,337263,1507894051146,4,1,17,1,25,1
869186,192187,337241,1507894213720,4,1,17,1,25,1
869187,192187,337441,1507894243720,4,1,17,1,25,1
869286,52005,157375,1507893477609,4,3,2,1,21,2
869287,52005,157973,1507893698081,4,3,2,1,21,1
869288,52005,214084,1507893728081,4,3,2,1,21,1
869301,139708,162107,1507893499062,4,1,17,1,21,1
869302,139708,20691,1507893529062,4,1,17,1,21,1
869315,152810,159196,1507893574425,4,3,2,1,17,2
869316,152810,159529,1507893654347,4,3,2,1,17,1
869317,152810,233742,1507893684347,4,3,2,1,17,1
869337,27428,71161,1507893424322,4,3,2,1,25,7
869338,27428,157375,1507893454322,4,3,2,1,25,7
869406,27419,145488,1507893542087,4,3,2,1,13,5
869407,27419,144954,1507893572087,4,3,2,1,13,5
869462,27413,288440,1507893903954,4,3,2,1,25,2
869463,27413,96210,1507893933954,4,3,2,1,25,2
869507,27407,162107,1507894348842,4,3,2,1,13,1
869508,27407,71161,1507894998687,4,3,2,1,13,1
869509,27407,202476,1507895028687,4,3,2,1,13,1
869510,118557,57616,1507893587581,4,3,2,1,6,2
869511,118557,96210,1507893617581,4,3,2,1,6,2
869517,27405,20691,1507893917638,4,3,20,1,5,2
869518,27405,96210,1507893947638,4,3,20,1,5,2
869593,49198,57616,1507893775685,4,3,2,1,13,2
869594,49198,332198,1507893805685,4,3,2,1,13,2
869602,46080,217221,1507898749450,4,1,17,1,16,5
869603,46080,20691,1507898779450,4,1,17,1,16,5
869676,81045,162107,1507893701652,4,1,17,1,25,1
869677,81045,157375,1507893731652,4,1,17,1,25,1
869788,27377,20691,1507895055386,4,1,17,1,25,1
869789,27377,284583,1507895085386,4,1,17,1,25,1
869802,195639,237580,1507893762548,4,3,2,1,21,2
869803,195639,300234,1507893792548,4,3,2,1,21,2
869818,105252,336245,1507893935497,4,3,2,1,12,2
869819,105252,114317,1507894178588,4,3,2,1,12,1
869820,105252,113970,1507894300882,4,3,2,1,12,1
869821,105252,114962,1507894360185,4,3,2,1,12,1
869822,105252,337441,1507894450466,4,3,2,1,12,1
869823,105252,118784,1507894480466,4,3,2,1,12,1
869891,27369,162107,1507893948846,4,3,2,1,1,1
869892,27369,107243,1507894127411,4,3,2,1,1,1
869893,27369,284793,1507894413239,4,3,2,1,1,1
869894,27369,71161,1507894443239,4,3,2,1,1,1
869940,48425,71161,1507893773663,4,1,17,1,21,2
869941,48425,237580,1507893803663,4,1,17,1,21,2
870101,136923,159196,1507902502555,4,1,17,1,7,2
870102,136923,313920,1507902532555,4,1,17,1,7,2
870123,47556,57616,1507893978571,4,3,20,1,25,2
870124,47556,96210,1507894008571,4,3,20,1,25,2
870144,169174,233842,1507894026133,4,1,17,1,21,2
870145,169174,237580,1507894032362,4,1,17,1,21,2
870146,169174,157375,1507894054501,4,1,17,1,21,2
870147,169174,159196,1507894068927,4,1,17,1,21,2
870148,169174,57616,1507894211109,4,1,17,1,21,2
870149,169174,332198,1507894217678,4,1,17,1,21,2
870150,169174,58556,1507894249113,4,1,17,1,21,2
870151,169174,96244,1507894279113,4,1,17,1,21,2
870384,27319,20691,1507894163964,4,3,2,1,25,2
870385,27319,336245,1507894193964,4,3,2,1,25,2
870596,198703,202476,1507894386784,4,3,20,1,21,1
870597,198703,106998,1507894416784,4,3,20,1,21,1
870673,154808,96210,1507895098195,4,1,17,1,7,2
